Timestamp;Value
2010-04-01;-4219
2010-04-02;-4222
2010-04-03;-4226
2010-04-04;-4230
2010-04-05;-4233
2010-04-06;-4235
2010-04-07;-4238
2010-04-08;-4241
2010-04-09;-4243
2010-04-10;-4246
2010-04-11;-4247
2010-04-12;-4249
2010-04-13;-4251
2010-04-14;-4254
2010-04-15;-4257
2010-04-16;-4260
2010-04-17;-4265
2010-04-18;-4267
2010-04-19;-4270
2010-04-20;-4272
2010-04-21;-4275
2010-04-22;-4279
2010-04-23;-4283
2010-04-24;-4287
2010-04-25;-4289
2010-04-26;-4293
2010-04-27;-4297
2010-04-28;-4298
2010-04-29;-4297
2010-04-30;-4289
2010-05-01;-4283
2010-05-02;-4273
2010-05-03;-4265
2010-05-04;-4251
2010-05-05;-4239
2010-05-06;-4231
2010-05-07;-4225
2010-05-08;-4220
2010-05-09;-4218
2010-05-10;-4212
2010-05-11;-4210
2010-05-12;-4207
2010-05-13;-4206
2010-05-14;-4205
2010-05-15;-4203
2010-05-16;-4203
2010-05-17;-4195
2010-05-18;-4192
2010-05-19;-4183
2010-05-20;-4176
2010-05-21;-4155
2010-05-22;-4133
2010-05-23;-4113
2010-05-24;-4099
2010-05-25;-4093
2010-05-26;-4090
2010-05-27;-4089
2010-05-28;-4089
2010-05-29;-4089
2010-05-30;-4092
2010-05-31;-4095
2010-06-01;-4101
2010-06-02;-4101
2010-06-03;-4097
2010-06-04;-4094
2010-06-05;-4095
2010-06-06;-4090
2010-06-07;-4090
2010-06-08;-4088
2010-06-09;-4087
2010-06-10;-4091
2010-06-11;-4092
2010-06-12;-4095
2010-06-13;-4100
2010-06-14;-4106
2010-06-15;-4107
2010-06-16;-4106
2010-06-17;-4104
2010-06-18;-4098
2010-06-19;-4097
2010-06-20;-4096
2010-06-21;-4095
2010-06-22;-4091
2010-06-23;-4093
2010-06-24;-4092
2010-06-25;-4091
2010-06-26;-4095
2010-06-27;-4095
2010-06-28;-4098
2010-06-29;-4098
2010-06-30;-4103
2010-07-01;-4107
2010-07-02;-4109
2010-07-03;-4104
2010-07-04;-4096
2010-07-05;-4095
2010-07-06;-4093
2010-07-07;-4093
2010-07-08;-4095
2010-07-09;-4096
2010-07-10;-4101
2010-07-11;-4106
2010-07-12;-4108
2010-07-13;-4110
2010-07-14;-4112
2010-07-15;-4117
2010-07-16;-4122
2010-07-17;-4120
2010-07-18;-4111
2010-07-19;-4090
2010-07-20;-4075
2010-07-21;-4064
2010-07-22;-4061
2010-07-23;-4054
2010-07-24;-4050
2010-07-25;-4047
2010-07-26;-4043
2010-07-27;-4037
2010-07-28;-4029
2010-07-29;-4005
2010-07-30;-3988
2010-07-31;-3981
2010-08-01;-3975
2010-08-02;-3970
2010-08-03;-3966
2010-08-04;-3963
2010-08-05;-3960
2010-08-06;-3963
2010-08-07;-3963
2010-08-08;-3961
2010-08-09;-3960
2010-08-10;-3960
2010-08-11;-3960
2010-08-12;-3960
2010-08-13;-3960
2010-08-14;-3961
2010-08-15;-3961
2010-08-16;-3962
2010-08-17;-3965
2010-08-18;-3968
2010-08-19;-3971
2010-08-20;-3972
2010-08-21;-3971
2010-08-22;-3965
2010-08-23;-3962
2010-08-24;-3961
2010-08-25;-3961
2010-08-26;-3962
2010-08-27;-3965
2010-08-28;-3968
2010-08-29;-3969
2010-08-30;-3970
2010-08-31;-3974
2010-09-01;-3976
2010-09-02;-3977
2010-09-03;-3978
2010-09-04;-3978
2010-09-05;-3980
2010-09-06;-3980
2010-09-07;-3984
2010-09-08;-3986
2010-09-09;-3984
